file	order	reeorder	ecr	code	dead	size_f0	size_f1	f0_time	f1_time	dead_core_f0	dead_core_f1	total
Electronic Shopping	FORCE		10.303030303030303	30	0	2193	805	0.012087	0.00018	0.002656	0.001099	0.014943
Dell_XML	FORCE		88.54961832061069	1	0	2703	43396	0.002953	6.58709	0.003571	0.054546	6.71803
eCos_compat	FORCE		21.428571428571427	1	1	29	7	6.6e-05	1.9e-05	6.5e-05	3.3e-05	0.0001
eCos_fs	FORCE		4.3478260869565215	1	1	26	2	6e-05	9e-06	6e-05	2.7e-05	6.2e-05
eCos_infra	FORCE		18.51851851851852	1	1	28	7	6.9e-05	1.8e-05	6.2e-05	3.3e-05	0.000239
eCos_io	FORCE		29.230769230769234	1	1	266	68	0.000832	0.000102	0.000363	0.000116	0.001371
eCos_isoinfra	FORCE		1.935483870967742	1	0	157	4	0.00173	1.6e-05	0.000236	3e-05	0.002402
eCos_kernel	FORCE		35.08771929824561	1	1	58	58	0.000212	5.8e-05	0.0001	0.000107	0.000283
eCos_language	FORCE		36.144578313253014	1	1	206	61	0.000337	8.8e-05	0.000322	0.000108	0.000684
eCos_net	FORCE		37.38317757009346	1	1	153	172	0.000342	0.000265	0.000209	0.000248	0.000818
eCos_redboot	FORCE		11.11111111111111	1	1	64	8	0.000275	2.1e-05	0.000111	3.3e-05	0.000341
eCos_services	FORCE		41.81818181818181	1	1	97	36	0.000176	5.6e-05	0.00015	7.3e-05	0.00034
LinuxKernel_arch	FORCE		26.01626016260163	1	0	16	78	0.000888	9.7e-05	4.9e-05	0.00013	0.00093
LinuxKernel_block	FORCE		42.62295081967213	1	0	49	44	0.000155	6.8e-05	9.1e-05	7.9e-05	0.000392
LinuxKernel_crypto	FORCE		86.19402985074626	1	0	7	14815	0.004576	0.07961	3.7e-05	0.021308	0.11232
LinuxKernel_fs	FORCE		59.59302325581395	1	0	425	341510	0.005845	4.87913	0.00055	0.567136	5.54549
LinuxKernel_lib	FORCE		27.86885245901639	1	0	129	66	0.00073	9.2e-05	0.000169	0.000115	0.000971
LinuxKernel_mm	FORCE		37.5	1	0	9	61	0.000308	6.7e-05	3.7e-05	0.000108	0.00038
LinuxKernel_security	FORCE		59.210526315789465	1	0	97	420	0.000316	0.000495	0.000154	0.000575	0.001131
BankingSoftware	FORCE		2.604166666666667	17	0	238	6	0.001656	1.8e-05	0.000307	2.9e-05	0.002088
HIS	FORCE		10.95890410958904	37	0	103	23	0.000443	1.9e-05	0.000145	5.3e-05	0.000596
Documentation_Generation	FORCE		24.528301886792452	8	0	63	91	0.000204	3.2e-05	0.00011	0.000135	9.4e-05
Graph	FORCE		21.21212121212121	11	0	41	16	0.000127	2.5e-05	7.1e-05	4.7e-05	0.000204
Web_Portal	FORCE		22.448979591836736	4	0	109	22	0.000205	2.3e-05	0.000164	5.4e-05	0.000405
Electronic Shopping	FORCE		10.303030303030303	30	0	2193	805	0.011797	0.000177	0.00266	0.0011	0.014796
Dell_XML	FORCE		88.54961832061069	1	0	2703	43396	0.002821	6.53699	0.00355	0.054074	6.66509
eCos_compat	FORCE		21.428571428571427	1	1	29	7	6.6e-05	1.9e-05	6.3e-05	3.1e-05	8.4e-05
eCos_fs	FORCE		4.3478260869565215	1	1	26	2	6.3e-05	9e-06	5.7e-05	2.6e-05	7.1e-05
eCos_infra	FORCE		18.51851851851852	1	1	28	7	7e-05	1.8e-05	6.3e-05	3.2e-05	0.000178
eCos_io	FORCE		29.230769230769234	1	1	266	68	0.000805	0.000101	0.000365	0.000117	0.001396
eCos_isoinfra	FORCE		1.935483870967742	1	0	157	4	0.001584	1.5e-05	0.000237	2.7e-05	0.002003
eCos_kernel	FORCE		35.08771929824561	1	1	58	58	0.000197	5.8e-05	0.0001	0.000107	0.000247
eCos_language	FORCE		36.144578313253014	1	1	206	61	0.000333	8.4e-05	0.000283	0.000108	0.000657
eCos_net	FORCE		37.38317757009346	1	1	153	172	0.00033	0.000267	0.000204	0.000248	0.000563
eCos_redboot	FORCE		11.11111111111111	1	1	64	8	0.000267	2e-05	0.000111	3.3e-05	0.000413
eCos_services	FORCE		41.81818181818181	1	1	97	36	0.000177	5.3e-05	0.000152	7.3e-05	0.000378
LinuxKernel_arch	FORCE		26.01626016260163	1	0	16	78	0.00097	0.0001	4.7e-05	0.000142	0.001349
LinuxKernel_block	FORCE		42.62295081967213	1	0	49	44	0.000156	6.5e-05	9.1e-05	7.9e-05	0.000289
LinuxKernel_crypto	FORCE		86.19402985074626	1	0	7	14815	0.004149	0.080623	3.8e-05	0.020286	0.107529
LinuxKernel_fs	FORCE		59.59302325581395	1	0	425	341510	0.005731	4.86175	0.000559	0.56599	5.52288
LinuxKernel_lib	FORCE		27.86885245901639	1	0	129	66	0.000764	9.3e-05	0.000169	0.000115	0.001152
LinuxKernel_mm	FORCE		37.5	1	0	9	61	0.000307	6.6e-05	3.7e-05	0.000109	0.000328
LinuxKernel_security	FORCE		59.210526315789465	1	0	97	420	0.000318	0.000489	0.000153	0.000577	0.001408
BankingSoftware	FORCE		2.604166666666667	17	0	238	6	0.001662	1.9e-05	0.000306	3.1e-05	0.00209
HIS	FORCE		10.95890410958904	37	0	103	23	0.000439	1.9e-05	0.000145	5.3e-05	0.000606
Documentation_Generation	FORCE		24.528301886792452	8	0	63	91	0.000201	3.2e-05	0.000109	0.000136	0.000328
Graph	FORCE		21.21212121212121	11	0	41	16	0.000121	2.4e-05	7.1e-05	4.4e-05	0.000296
Web_Portal	FORCE		22.448979591836736	4	0	109	22	0.000208	2.4e-05	0.000165	5.3e-05	0.000372
Electronic Shopping	FORCE		10.303030303030303	30	0	2193	805	0.011963	0.000178	0.002658	0.001095	0.014898
Dell_XML	FORCE		88.54961832061069	1	0	2703	43396	0.003028	6.56559	0.003564	0.05439	6.69182
eCos_compat	FORCE		21.428571428571427	1	1	29	7	6.6e-05	1.9e-05	6.2e-05	3.2e-05	6.1e-05
eCos_fs	FORCE		4.3478260869565215	1	1	26	2	5.9e-05	1e-05	5.9e-05	2.6e-05	0.000112
eCos_infra	FORCE		18.51851851851852	1	1	28	7	6.9e-05	1.8e-05	6.2e-05	3.1e-05	6.6e-05
eCos_io	FORCE		29.230769230769234	1	1	266	68	0.000812	0.000104	0.000361	0.000116	0.001242
eCos_isoinfra	FORCE		1.935483870967742	1	0	157	4	0.001571	1.5e-05	0.000234	2.9e-05	0.002071
eCos_kernel	FORCE		35.08771929824561	1	1	58	58	0.000196	5.8e-05	0.000102	0.000107	0.000322
eCos_language	FORCE		36.144578313253014	1	1	206	61	0.000334	8.4e-05	0.000287	0.000108	0.000732
eCos_net	FORCE		37.38317757009346	1	1	153	172	0.000342	0.000269	0.000205	0.000257	0.000549
eCos_redboot	FORCE		11.11111111111111	1	1	64	8	0.000258	2e-05	0.00011	3.2e-05	0.000255
eCos_services	FORCE		41.81818181818181	1	1	97	36	0.000179	5.6e-05	0.000153	7.3e-05	0.000349
LinuxKernel_arch	FORCE		26.01626016260163	1	0	16	78	0.000882	0.000105	4.7e-05	0.00013	0.001105
LinuxKernel_block	FORCE		42.62295081967213	1	0	49	44	0.000154	6.5e-05	9e-05	8e-05	0.000397
LinuxKernel_crypto	FORCE		86.19402985074626	1	0	7	14815	0.00416	0.078944	3.7e-05	0.020009	0.10478
LinuxKernel_fs	FORCE		59.59302325581395	1	0	425	341510	0.005406	4.83852	0.000542	0.56427	5.49528
LinuxKernel_lib	FORCE		27.86885245901639	1	0	129	66	0.000729	9.4e-05	0.00017	0.000116	0.00084
LinuxKernel_mm	FORCE		37.5	1	0	9	61	0.000305	6.6e-05	3.7e-05	0.000109	0.000586
LinuxKernel_security	FORCE		59.210526315789465	1	0	97	420	0.000316	0.000489	0.000153	0.00058	0.001392
BankingSoftware	FORCE		2.604166666666667	17	0	238	6	0.001614	1.9e-05	0.000307	3.1e-05	0.002081
HIS	FORCE		10.95890410958904	37	0	103	23	0.000438	1.9e-05	0.000146	5.3e-05	0.000624
Documentation_Generation	FORCE		24.528301886792452	8	0	63	91	0.000202	3.4e-05	0.000108	0.000135	0.000327
Graph	FORCE		21.21212121212121	11	0	41	16	0.000118	2.6e-05	7.1e-05	4.4e-05	0.000204
Web_Portal	FORCE		22.448979591836736	4	0	109	22	0.0002	2.4e-05	0.000164	5.4e-05	0.000488
Electronic Shopping	FORCE		10.303030303030303	30	0	2193	805	0.011561	0.000177	0.002657	0.001094	0.014533
Dell_XML	FORCE		88.54961832061069	1	0	2703	43396	0.002867	6.56269	0.003547	0.053821	6.69817
eCos_compat	FORCE		21.428571428571427	1	1	29	7	6.8e-05	2e-05	6.1e-05	3.2e-05	6.1e-05
eCos_fs	FORCE		4.3478260869565215	1	1	26	2	5.9e-05	1e-05	5.7e-05	2.6e-05	0.000126
eCos_infra	FORCE		18.51851851851852	1	1	28	7	7e-05	1.8e-05	6.2e-05	3.1e-05	0.000276
eCos_io	FORCE		29.230769230769234	1	1	266	68	0.00084	0.000103	0.000362	0.000116	0.001156
eCos_isoinfra	FORCE		1.935483870967742	1	0	157	4	0.001576	1.6e-05	0.000237	2.8e-05	0.002236
eCos_kernel	FORCE		35.08771929824561	1	1	58	58	0.000198	5.8e-05	0.000101	0.000106	0.000379
eCos_language	FORCE		36.144578313253014	1	1	206	61	0.000336	8.3e-05	0.000286	0.000107	0.00065
eCos_net	FORCE		37.38317757009346	1	1	153	172	0.000347	0.000271	0.000204	0.000249	0.000425
eCos_redboot	FORCE		11.11111111111111	1	1	64	8	0.00028	2.1e-05	0.000113	3.6e-05	0.000398
eCos_services	FORCE		41.81818181818181	1	1	97	36	0.000186	5.3e-05	0.000152	7.3e-05	0.000391
LinuxKernel_arch	FORCE		26.01626016260163	1	0	16	78	0.000944	0.000105	4.8e-05	0.00013	0.001212
LinuxKernel_block	FORCE		42.62295081967213	1	0	49	44	0.00016	6.6e-05	9e-05	7.9e-05	0.000179
LinuxKernel_crypto	FORCE		86.19402985074626	1	0	7	14815	0.00427	0.078188	3.8e-05	0.020038	0.105207
LinuxKernel_fs	FORCE		59.59302325581395	1	0	425	341510	0.00531	4.91755	0.000543	0.567045	5.58044
LinuxKernel_lib	FORCE		27.86885245901639	1	0	129	66	0.000728	9.1e-05	0.000168	0.000118	0.000897
LinuxKernel_mm	FORCE		37.5	1	0	9	61	0.000309	6.6e-05	3.6e-05	0.000108	0.000393
LinuxKernel_security	FORCE		59.210526315789465	1	0	97	420	0.000317	0.000493	0.000154	0.000578	0.001123
BankingSoftware	FORCE		2.604166666666667	17	0	238	6	0.001677	1.9e-05	0.000306	3e-05	0.002045
HIS	FORCE		10.95890410958904	37	0	103	23	0.000438	1.9e-05	0.000146	5.2e-05	0.000609
Documentation_Generation	FORCE		24.528301886792452	8	0	63	91	0.000205	3.2e-05	0.00011	0.000135	9.7e-05
Graph	FORCE		21.21212121212121	11	0	41	16	0.000121	2.4e-05	7e-05	4.3e-05	0.000134
Web_Portal	FORCE		22.448979591836736	4	0	109	22	0.000199	2.4e-05	0.000163	5.4e-05	0.000495
Electronic Shopping	FORCE		10.303030303030303	30	0	2193	805	0.01194	0.000182	0.002654	0.001096	0.014829
Dell_XML	FORCE		88.54961832061069	1	0	2703	43396	0.002841	6.51241	0.003548	0.055538	6.64293
eCos_compat	FORCE		21.428571428571427	1	1	29	7	6.5e-05	1.9e-05	6.4e-05	3.2e-05	0.000277
eCos_fs	FORCE		4.3478260869565215	1	1	26	2	5.9e-05	9e-06	5.9e-05	2.6e-05	0.000118
eCos_infra	FORCE		18.51851851851852	1	1	28	7	6.9e-05	1.8e-05	6.3e-05	3.3e-05	0.000141
eCos_io	FORCE		29.230769230769234	1	1	266	68	0.00081	0.000102	0.000397	0.000116	0.001273
eCos_isoinfra	FORCE		1.935483870967742	1	0	157	4	0.001573	1.6e-05	0.000234	2.9e-05	0.0021
eCos_kernel	FORCE		35.08771929824561	1	1	58	58	0.000197	5.7e-05	0.000101	0.000107	0.000306
eCos_language	FORCE		36.144578313253014	1	1	206	61	0.000347	8.4e-05	0.000286	0.000109	0.00044
eCos_net	FORCE		37.38317757009346	1	1	153	172	0.000328	0.000267	0.000206	0.000246	0.000587
eCos_redboot	FORCE		11.11111111111111	1	1	64	8	0.000277	2.1e-05	0.000112	3.4e-05	0.000312
eCos_services	FORCE		41.81818181818181	1	1	97	36	0.000175	5.4e-05	0.000151	7.3e-05	0.000313
LinuxKernel_arch	FORCE		26.01626016260163	1	0	16	78	0.000878	9.8e-05	4.7e-05	0.00013	0.001135
LinuxKernel_block	FORCE		42.62295081967213	1	0	49	44	0.000156	6.4e-05	9e-05	7.9e-05	0.000125
LinuxKernel_crypto	FORCE		86.19402985074626	1	0	7	14815	0.004151	0.076815	3.6e-05	0.020124	0.103554
LinuxKernel_fs	FORCE		59.59302325581395	1	0	425	341510	0.005201	4.85143	0.00054	0.565898	5.51517
LinuxKernel_lib	FORCE		27.86885245901639	1	0	129	66	0.000729	9.7e-05	0.000171	0.000115	0.001014
LinuxKernel_mm	FORCE		37.5	1	0	9	61	0.00032	6.6e-05	3.6e-05	0.000108	0.000248
LinuxKernel_security	FORCE		59.210526315789465	1	0	97	420	0.000319	0.000512	0.000155	0.000578	0.000935
BankingSoftware	FORCE		2.604166666666667	17	0	238	6	0.001628	1.8e-05	0.000306	3.1e-05	0.001904
HIS	FORCE		10.95890410958904	37	0	103	23	0.000439	1.9e-05	0.000145	5.3e-05	0.000608
Documentation_Generation	FORCE		24.528301886792452	8	0	63	91	0.000203	3.2e-05	0.000109	0.000137	0.000361
Graph	FORCE		21.21212121212121	11	0	41	16	0.00012	2.4e-05	7e-05	4.4e-05	0.000191
Web_Portal	FORCE		22.448979591836736	4	0	109	22	0.000203	2.3e-05	0.000164	5.5e-05	0.000353
Electronic Shopping	FORCE		10.303030303030303	30	0	2193	805	0.011922	0.000176	0.002665	0.001095	0.01474
Dell_XML	FORCE		88.54961832061069	1	0	2703	43396	0.002857	6.5184	0.00356	0.055673	6.64749
eCos_compat	FORCE		21.428571428571427	1	1	29	7	6.5e-05	1.9e-05	6.4e-05	3.2e-05	0.000108
eCos_fs	FORCE		4.3478260869565215	1	1	26	2	6e-05	1e-05	6e-05	2.8e-05	0.000159
eCos_infra	FORCE		18.51851851851852	1	1	28	7	6.9e-05	1.9e-05	6.2e-05	3.3e-05	0.000191
eCos_io	FORCE		29.230769230769234	1	1	266	68	0.000809	0.000101	0.000359	0.000117	0.0011
eCos_isoinfra	FORCE		1.935483870967742	1	0	157	4	0.001579	1.6e-05	0.000242	2.9e-05	0.002236
eCos_kernel	FORCE		35.08771929824561	1	1	58	58	0.000198	5.8e-05	0.000101	0.000107	0.000397
eCos_language	FORCE		36.144578313253014	1	1	206	61	0.000338	8.4e-05	0.000282	0.00011	0.000629
eCos_net	FORCE		37.38317757009346	1	1	153	172	0.00033	0.00027	0.000204	0.000248	0.000559
eCos_redboot	FORCE		11.11111111111111	1	1	64	8	0.000264	2e-05	0.00011	3.4e-05	0.000204
eCos_services	FORCE		41.81818181818181	1	1	97	36	0.000177	5.4e-05	0.00015	7.3e-05	0.000345
LinuxKernel_arch	FORCE		26.01626016260163	1	0	16	78	0.00089	0.000105	4.6e-05	0.00013	0.001089
LinuxKernel_block	FORCE		42.62295081967213	1	0	49	44	0.000157	6.9e-05	8.9e-05	7.9e-05	0.000207
LinuxKernel_crypto	FORCE		86.19402985074626	1	0	7	14815	0.00416	0.079978	3.7e-05	0.020115	0.10719
LinuxKernel_fs	FORCE		59.59302325581395	1	0	425	341510	0.005347	5.15918	0.00054	0.754369	6.01778
LinuxKernel_lib	FORCE		27.86885245901639	1	0	129	66	0.000818	0.000102	0.00019	0.000133	0.001018
LinuxKernel_mm	FORCE		37.5	1	0	9	61	0.000356	7.5e-05	4.3e-05	0.000127	0.000571
LinuxKernel_security	FORCE		59.210526315789465	1	0	97	420	0.000377	0.000586	0.000189	0.000706	0.00146
BankingSoftware	FORCE		2.604166666666667	17	0	238	6	0.001952	2.3e-05	0.000377	3.8e-05	0.002453
HIS	FORCE		10.95890410958904	37	0	103	23	0.000579	2.5e-05	0.000193	7.1e-05	0.00067
Documentation_Generation	FORCE		24.528301886792452	8	0	63	91	0.000247	3.8e-05	0.000134	0.000166	0.000414
Graph	FORCE		21.21212121212121	11	0	41	16	0.000155	3.2e-05	9.4e-05	5.8e-05	0.000372
Web_Portal	FORCE		22.448979591836736	4	0	109	22	0.00025	2.8e-05	0.000205	6.7e-05	0.000659
Electronic Shopping	FORCE		10.303030303030303	30	0	2193	805	0.011687	0.000176	0.002646	0.0011	0.014691
Dell_XML	FORCE		88.54961832061069	1	0	2703	43396	0.00286	6.52795	0.003542	0.0543	6.65668
eCos_compat	FORCE		21.428571428571427	1	1	29	7	6.5e-05	1.9e-05	6.3e-05	3.3e-05	6.3e-05
eCos_fs	FORCE		4.3478260869565215	1	1	26	2	6e-05	9e-06	5.8e-05	2.6e-05	0.000112
eCos_infra	FORCE		18.51851851851852	1	1	28	7	7e-05	1.9e-05	6e-05	3.4e-05	0.000162
eCos_io	FORCE		29.230769230769234	1	1	266	68	0.000813	0.000104	0.000361	0.000117	0.001007
eCos_isoinfra	FORCE		1.935483870967742	1	0	157	4	0.00157	1.6e-05	0.000234	2.8e-05	0.00218
eCos_kernel	FORCE		35.08771929824561	1	1	58	58	0.000198	6e-05	0.000101	0.000107	0.000317
eCos_language	FORCE		36.144578313253014	1	1	206	61	0.000336	8.3e-05	0.000285	0.000109	0.000638
eCos_net	FORCE		37.38317757009346	1	1	153	172	0.000331	0.000266	0.000207	0.000246	0.00068
eCos_redboot	FORCE		11.11111111111111	1	1	64	8	0.000261	1.9e-05	0.000111	3.3e-05	0.00041
eCos_services	FORCE		41.81818181818181	1	1	97	36	0.000179	5.5e-05	0.000151	7.3e-05	0.00023
LinuxKernel_arch	FORCE		26.01626016260163	1	0	16	78	0.000921	9.9e-05	4.5e-05	0.00013	0.001304
LinuxKernel_block	FORCE		42.62295081967213	1	0	49	44	0.000155	6.5e-05	9e-05	7.9e-05	0.000233
LinuxKernel_crypto	FORCE		86.19402985074626	1	0	7	14815	0.004281	0.078563	3.7e-05	0.020069	0.099899
LinuxKernel_fs	FORCE		59.59302325581395	1	0	425	341510	0.005388	4.88963	0.000543	0.565657	5.55252
LinuxKernel_lib	FORCE		27.86885245901639	1	0	129	66	0.000746	9.2e-05	0.000171	0.000115	0.000945
LinuxKernel_mm	FORCE		37.5	1	0	9	61	0.000311	6.6e-05	3.7e-05	0.000108	0.000356
LinuxKernel_security	FORCE		59.210526315789465	1	0	97	420	0.000312	0.000491	0.000154	0.000576	0.001162
BankingSoftware	FORCE		2.604166666666667	17	0	238	6	0.001616	1.9e-05	0.000307	3e-05	0.001931
HIS	FORCE		10.95890410958904	37	0	103	23	0.000453	2e-05	0.000144	5.4e-05	0.000597
Documentation_Generation	FORCE		24.528301886792452	8	0	63	91	0.000203	3.3e-05	0.000109	0.000136	0.000263
Graph	FORCE		21.21212121212121	11	0	41	16	0.00012	2.5e-05	7.1e-05	4.4e-05	0.000295
Web_Portal	FORCE		22.448979591836736	4	0	109	22	0.000204	2.4e-05	0.000164	5.4e-05	0.000165
Electronic Shopping	FORCE		10.303030303030303	30	0	2193	805	0.011906	0.000175	0.002653	0.001098	0.014901
Dell_XML	FORCE		88.54961832061069	1	0	2703	43396	0.002887	6.45395	0.003538	0.054096	6.57778
eCos_compat	FORCE		21.428571428571427	1	1	29	7	6.4e-05	1.9e-05	6.9e-05	3.3e-05	0.000144
eCos_fs	FORCE		4.3478260869565215	1	1	26	2	6e-05	1e-05	5.9e-05	2.5e-05	0.000122
eCos_infra	FORCE		18.51851851851852	1	1	28	7	7.3e-05	1.8e-05	6e-05	3.3e-05	0.000129
eCos_io	FORCE		29.230769230769234	1	1	266	68	0.000815	0.000101	0.000364	0.000117	0.001241
eCos_isoinfra	FORCE		1.935483870967742	1	0	157	4	0.001574	1.6e-05	0.000234	2.8e-05	0.002166
eCos_kernel	FORCE		35.08771929824561	1	1	58	58	0.000198	5.8e-05	0.000102	0.000106	0.000406
eCos_language	FORCE		36.144578313253014	1	1	206	61	0.000345	8.5e-05	0.000284	0.000108	0.000441
eCos_net	FORCE		37.38317757009346	1	1	153	172	0.000343	0.000266	0.000204	0.000249	0.000597
eCos_redboot	FORCE		11.11111111111111	1	1	64	8	0.000271	1.9e-05	0.00011	3.4e-05	0.000451
eCos_services	FORCE		41.81818181818181	1	1	97	36	0.000176	5.7e-05	0.000152	7.4e-05	0.000362
LinuxKernel_arch	FORCE		26.01626016260163	1	0	16	78	0.000874	9.9e-05	4.8e-05	0.000131	0.001133
LinuxKernel_block	FORCE		42.62295081967213	1	0	49	44	0.000155	6.5e-05	9e-05	7.9e-05	0.00038
LinuxKernel_crypto	FORCE		86.19402985074626	1	0	7	14815	0.004565	0.079142	3.8e-05	0.020081	0.104901
LinuxKernel_fs	FORCE		59.59302325581395	1	0	425	341510	0.005569	4.8479	0.000549	0.569252	5.5049
LinuxKernel_lib	FORCE		27.86885245901639	1	0	129	66	0.00073	9.1e-05	0.000167	0.000116	0.000983
LinuxKernel_mm	FORCE		37.5	1	0	9	61	0.000304	6.7e-05	3.7e-05	0.000108	0.000369
LinuxKernel_security	FORCE		59.210526315789465	1	0	97	420	0.00033	0.000486	0.000153	0.000581	0.001384
BankingSoftware	FORCE		2.604166666666667	17	0	238	6	0.001641	1.8e-05	0.000302	3e-05	0.002027
HIS	FORCE		10.95890410958904	37	0	103	23	0.000453	1.9e-05	0.000145	5.3e-05	0.000314
Documentation_Generation	FORCE		24.528301886792452	8	0	63	91	0.000204	3.3e-05	0.000108	0.000137	0.000248
Graph	FORCE		21.21212121212121	11	0	41	16	0.000117	2.4e-05	7e-05	4.5e-05	0.000308
Web_Portal	FORCE		22.448979591836736	4	0	109	22	0.000202	2.4e-05	0.000165	5.4e-05	0.0004
Electronic Shopping	FORCE		10.303030303030303	30	0	2193	805	0.011711	0.000178	0.002666	0.001103	0.014736
Dell_XML	FORCE		88.54961832061069	1	0	2703	43396	0.002887	6.55273	0.003543	0.054258	6.68421
eCos_compat	FORCE		21.428571428571427	1	1	29	7	6.6e-05	1.9e-05	6.5e-05	3.1e-05	0.000297
eCos_fs	FORCE		4.3478260869565215	1	1	26	2	5.8e-05	9e-06	5.9e-05	2.6e-05	0.000159
eCos_infra	FORCE		18.51851851851852	1	1	28	7	6.9e-05	1.8e-05	6.3e-05	3.1e-05	0.000236
eCos_io	FORCE		29.230769230769234	1	1	266	68	0.000811	0.000102	0.000363	0.000116	0.001261
eCos_isoinfra	FORCE		1.935483870967742	1	0	157	4	0.001576	1.6e-05	0.000235	2.9e-05	0.002244
eCos_kernel	FORCE		35.08771929824561	1	1	58	58	0.000197	6e-05	0.000101	0.000108	0.000243
eCos_language	FORCE		36.144578313253014	1	1	206	61	0.000335	8.6e-05	0.000289	0.000107	0.000292
eCos_net	FORCE		37.38317757009346	1	1	153	172	0.000328	0.000282	0.000206	0.000248	0.000674
eCos_redboot	FORCE		11.11111111111111	1	1	64	8	0.00026	2e-05	0.00011	3.4e-05	0.000386
eCos_services	FORCE		41.81818181818181	1	1	97	36	0.00018	5.5e-05	0.000152	7.3e-05	0.000366
LinuxKernel_arch	FORCE		26.01626016260163	1	0	16	78	0.000874	9.9e-05	4.6e-05	0.000129	0.00111
LinuxKernel_block	FORCE		42.62295081967213	1	0	49	44	0.000159	6.6e-05	9e-05	8e-05	0.000131
LinuxKernel_crypto	FORCE		86.19402985074626	1	0	7	14815	0.004299	0.078098	3.9e-05	0.019998	0.103427
LinuxKernel_fs	FORCE		59.59302325581395	1	0	425	341510	0.005215	4.91691	0.000543	0.566031	5.57576
LinuxKernel_lib	FORCE		27.86885245901639	1	0	129	66	0.00073	9.1e-05	0.00017	0.000118	0.00098
LinuxKernel_mm	FORCE		37.5	1	0	9	61	0.000312	6.6e-05	3.7e-05	0.00011	0.000164
LinuxKernel_security	FORCE		59.210526315789465	1	0	97	420	0.000315	0.00049	0.000155	0.000573	0.001139
BankingSoftware	FORCE		2.604166666666667	17	0	238	6	0.001639	1.8e-05	0.000307	3e-05	0.001887
HIS	FORCE		10.95890410958904	37	0	103	23	0.000435	1.9e-05	0.000145	5.4e-05	0.000633
Documentation_Generation	FORCE		24.528301886792452	8	0	63	91	0.000202	3.2e-05	0.000113	0.000135	0.000357
Graph	FORCE		21.21212121212121	11	0	41	16	0.000118	2.4e-05	7.1e-05	4.5e-05	0.000138
Web_Portal	FORCE		22.448979591836736	4	0	109	22	0.000202	2.4e-05	0.000166	5.4e-05	0.000536
Electronic Shopping	FORCE		10.303030303030303	30	0	2193	805	0.011977	0.000184	0.002658	0.001094	0.014821
Dell_XML	FORCE		88.54961832061069	1	0	2703	43396	0.002909	6.48994	0.003553	0.054711	6.62154
eCos_compat	FORCE		21.428571428571427	1	1	29	7	6.6e-05	1.9e-05	6.4e-05	3.4e-05	0.000151
eCos_fs	FORCE		4.3478260869565215	1	1	26	2	5.9e-05	9e-06	5.9e-05	2.6e-05	0.000131
eCos_infra	FORCE		18.51851851851852	1	1	28	7	6.9e-05	1.8e-05	6.2e-05	3.2e-05	6.3e-05
eCos_io	FORCE		29.230769230769234	1	1	266	68	0.000814	0.000103	0.000365	0.000115	0.001254
eCos_isoinfra	FORCE		1.935483870967742	1	0	157	4	0.001586	1.5e-05	0.000235	2.8e-05	0.002129
eCos_kernel	FORCE		35.08771929824561	1	1	58	58	0.000197	5.9e-05	0.000101	0.000106	0.000313
eCos_language	FORCE		36.144578313253014	1	1	206	61	0.000332	8.6e-05	0.000286	0.000111	0.00041
eCos_net	FORCE		37.38317757009346	1	1	153	172	0.00033	0.000268	0.000211	0.00025	0.000627
eCos_redboot	FORCE		11.11111111111111	1	1	64	8	0.000258	2e-05	0.000111	3.2e-05	0.000391
eCos_services	FORCE		41.81818181818181	1	1	97	36	0.000177	5.3e-05	0.000151	7.3e-05	0.000211
LinuxKernel_arch	FORCE		26.01626016260163	1	0	16	78	0.00089	0.0001	4.8e-05	0.000128	0.001244
LinuxKernel_block	FORCE		42.62295081967213	1	0	49	44	0.000156	6.5e-05	9e-05	7.9e-05	0.000306
LinuxKernel_crypto	FORCE		86.19402985074626	1	0	7	14815	0.004289	0.076914	3.8e-05	0.020003	0.103535
LinuxKernel_fs	FORCE		59.59302325581395	1	0	425	341510	0.005299	4.88791	0.000545	0.569263	5.5603
LinuxKernel_lib	FORCE		27.86885245901639	1	0	129	66	0.000732	9.5e-05	0.000169	0.000115	0.000966
LinuxKernel_mm	FORCE		37.5	1	0	9	61	0.000307	6.7e-05	3.7e-05	0.00011	0.000443
LinuxKernel_security	FORCE		59.210526315789465	1	0	97	420	0.000325	0.000486	0.000155	0.000575	0.001152
BankingSoftware	FORCE		2.604166666666667	17	0	238	6	0.001612	1.8e-05	0.000305	3.1e-05	0.002017
HIS	FORCE		10.95890410958904	37	0	103	23	0.000449	2e-05	0.000144	5.3e-05	0.000667
Documentation_Generation	FORCE		24.528301886792452	8	0	63	91	0.000201	3.2e-05	0.000112	0.000136	0.000278
Graph	FORCE		21.21212121212121	11	0	41	16	0.000118	2.4e-05	7e-05	4.4e-05	0.000197
Web_Portal	FORCE		22.448979591836736	4	0	109	22	0.000203	2.3e-05	0.000164	5.3e-05	0.000353
Electronic Shopping	FORCE		10.303030303030303	30	0	2193	805	0.011582	0.000177	0.002658	0.001093	0.014375
Dell_XML	FORCE		88.54961832061069	1	0	2703	43396	0.002994	6.52295	0.003581	0.055341	6.63937
eCos_compat	FORCE		21.428571428571427	1	1	29	7	6.5e-05	1.9e-05	6.3e-05	3.4e-05	7.7e-05
eCos_fs	FORCE		4.3478260869565215	1	1	26	2	5.9e-05	9e-06	5.9e-05	2.7e-05	6.2e-05
