file	order	reorder	ecr	core	dead	size_f0	size_f1	f0_time	f1_time	dead_core	total
LinuxKernel_fs	FORCE		59.59302325581395	1	0	425	341510	0.005308	4.92259	17.2624	22.2737
LinuxKernel_lib	FORCE		27.86885245901639	1	0	129	66	0.000725	9.1e-05	0.006521	0.007316
LinuxKernel_mm	FORCE		37.5	1	0	9	61	0.000302	6.8e-05	0.002563	0.002984
LinuxKernel_security	FORCE		59.210526315789465	1	0	97	420	0.000314	0.00049	0.024086	0.024603
BankingSoftware	FORCE		2.604166666666667	17	0	238	6	0.001628	1.8e-05	0.007265	0.009079
HIS	FORCE		10.95890410958904	37	0	103	23	0.000454	1.8e-05	0.004595	0.005041
Documentation_Generation	FORCE		24.528301886792452	8	0	63	91	0.000208	3.3e-05	0.017245	0.017501
Graph	FORCE		21.21212121212121	11	0	41	16	0.00012	2.7e-05	0.001766	0.002019
Web_Portal	FORCE		22.448979591836736	4	0	109	22	0.000203	2.4e-05	0.007135	0.007457
Electronic Shopping	FORCE		10.303030303030303	30	0	2193	805	0.011703	0.000181	1.18752	1.19937
Dell_XML	FORCE		88.54961832061069	1	0	2703	43396	0.003011	6.53498	0.606493	7.21403
eCos_compat	FORCE		21.428571428571427	1	1	29	7	6.3e-05	1.8e-05	0.001018	0.001405
eCos_fs	FORCE		4.3478260869565215	1	1	26	2	6e-05	1e-05	0.000933	0.00107
eCos_infra	FORCE		18.51851851851852	1	1	28	7	6.9e-05	1.9e-05	0.001171	0.00129
eCos_io	FORCE		29.230769230769234	1	1	266	68	0.000805	9.8e-05	0.015204	0.016295
eCos_isoinfra	FORCE		1.935483870967742	1	0	157	4	0.001709	1.5e-05	0.004964	0.007017
eCos_kernel	FORCE		35.08771929824561	1	1	58	58	0.000197	5.8e-05	0.004088	0.0044
eCos_language	FORCE		36.144578313253014	1	1	206	61	0.000331	8.5e-05	0.010621	0.01095
eCos_net	FORCE		37.38317757009346	1	1	153	172	0.000351	0.00027	0.011086	0.011467
eCos_redboot	FORCE		11.11111111111111	1	1	64	8	0.0003	2e-05	0.002311	0.002701
eCos_services	FORCE		41.81818181818181	1	1	97	36	0.000176	5.4e-05	0.004616	0.004879
LinuxKernel_arch	FORCE		26.01626016260163	1	0	16	78	0.000879	0.000101	0.003277	0.004442
LinuxKernel_block	FORCE		42.62295081967213	1	0	49	44	0.000158	6.9e-05	0.003054	0.003317
LinuxKernel_crypto	FORCE		86.19402985074626	1	0	7	14815	0.00459	0.079453	0.521282	0.60576
LinuxKernel_fs	FORCE		59.59302325581395	1	0	425	341510	0.005442	4.92652	17.2173	22.2335
LinuxKernel_lib	FORCE		27.86885245901639	1	0	129	66	0.00073	9.2e-05	0.006144	0.007009
LinuxKernel_mm	FORCE		37.5	1	0	9	61	0.000328	6.6e-05	0.00263	0.003107
LinuxKernel_security	FORCE		59.210526315789465	1	0	97	420	0.000333	0.000523	0.02443	0.02511
BankingSoftware	FORCE		2.604166666666667	17	0	238	6	0.001621	1.8e-05	0.007257	0.008823
HIS	FORCE		10.95890410958904	37	0	103	23	0.000441	1.9e-05	0.004747	0.005397
Documentation_Generation	FORCE		24.528301886792452	8	0	63	91	0.000201	3.3e-05	0.017426	0.017839
Graph	FORCE		21.21212121212121	11	0	41	16	0.000124	3e-05	0.001719	0.001921
Web_Portal	FORCE		22.448979591836736	4	0	109	22	0.000203	2.4e-05	0.00701	0.007181
Electronic Shopping	FORCE		10.303030303030303	30	0	2193	805	0.01166	0.000195	1.18354	1.1958
Dell_XML	FORCE		88.54961832061069	1	0	2703	43396	0.002912	6.50821	0.611929	7.19727
eCos_compat	FORCE		21.428571428571427	1	1	29	7	6.3e-05	1.8e-05	0.001038	0.001209
eCos_fs	FORCE		4.3478260869565215	1	1	26	2	5.9e-05	1e-05	0.000898	0.001078
eCos_infra	FORCE		18.51851851851852	1	1	28	7	7.1e-05	1.9e-05	0.001123	0.001249
eCos_io	FORCE		29.230769230769234	1	1	266	68	0.000805	0.000101	0.015217	0.016133
eCos_isoinfra	FORCE		1.935483870967742	1	0	157	4	0.001575	1.5e-05	0.006687	0.0088
eCos_kernel	FORCE		35.08771929824561	1	1	58	58	0.000191	5.9e-05	0.003871	0.004167
eCos_language	FORCE		36.144578313253014	1	1	206	61	0.000334	8.5e-05	0.010431	0.010729
eCos_net	FORCE		37.38317757009346	1	1	153	172	0.000344	0.000291	0.011167	0.011545
eCos_redboot	FORCE		11.11111111111111	1	1	64	8	0.00027	2e-05	0.00247	0.002731
eCos_services	FORCE		41.81818181818181	1	1	97	36	0.000179	5.3e-05	0.004455	0.004603
LinuxKernel_arch	FORCE		26.01626016260163	1	0	16	78	0.000871	9.9e-05	0.003345	0.004528
LinuxKernel_block	FORCE		42.62295081967213	1	0	49	44	0.000165	7e-05	0.002971	0.003378
LinuxKernel_crypto	FORCE		86.19402985074626	1	0	7	14815	0.004586	0.078987	0.520395	0.604676
LinuxKernel_fs	FORCE		59.59302325581395	1	0	425	341510	0.005429	4.91026	17.3143	22.3119
LinuxKernel_lib	FORCE		27.86885245901639	1	0	129	66	0.000778	9.2e-05	0.006164	0.007126
LinuxKernel_mm	FORCE		37.5	1	0	9	61	0.000304	6.7e-05	0.002501	0.002937
LinuxKernel_security	FORCE		59.210526315789465	1	0	97	420	0.000322	0.000487	0.025129	0.02579
BankingSoftware	FORCE		2.604166666666667	17	0	238	6	0.001626	1.9e-05	0.007173	0.009002
HIS	FORCE		10.95890410958904	37	0	103	23	0.000433	1.8e-05	0.004668	0.005227
Documentation_Generation	FORCE		24.528301886792452	8	0	63	91	0.000204	3.3e-05	0.017526	0.017801
Graph	FORCE		21.21212121212121	11	0	41	16	0.000122	2.7e-05	0.001893	0.002133
Web_Portal	FORCE		22.448979591836736	4	0	109	22	0.000209	2.3e-05	0.006779	0.006972
Electronic Shopping	FORCE		10.303030303030303	30	0	2193	805	0.011638	0.000187	1.18841	1.20029
Dell_XML	FORCE		88.54961832061069	1	0	2703	43396	0.002918	6.57469	0.6015	7.24997
eCos_compat	FORCE		21.428571428571427	1	1	29	7	6.4e-05	1.8e-05	0.001022	0.001235
eCos_fs	FORCE		4.3478260869565215	1	1	26	2	5.9e-05	9e-06	0.000889	0.000973
eCos_infra	FORCE		18.51851851851852	1	1	28	7	7.2e-05	2e-05	0.001154	0.001238
eCos_io	FORCE		29.230769230769234	1	1	266	68	0.000803	9.7e-05	0.015916	0.016859
eCos_isoinfra	FORCE		1.935483870967742	1	0	157	4	0.001583	1.4e-05	0.005069	0.007163
eCos_kernel	FORCE		35.08771929824561	1	1	58	58	0.000193	5.9e-05	0.003829	0.00392
eCos_language	FORCE		36.144578313253014	1	1	206	61	0.000331	8.7e-05	0.010686	0.011167
eCos_net	FORCE		37.38317757009346	1	1	153	172	0.000335	0.000282	0.011189	0.011728
eCos_redboot	FORCE		11.11111111111111	1	1	64	8	0.000258	2e-05	0.002266	0.002925
eCos_services	FORCE		41.81818181818181	1	1	97	36	0.000175	5.4e-05	0.00458	0.004857
LinuxKernel_arch	FORCE		26.01626016260163	1	0	16	78	0.000918	0.000102	0.003139	0.004421
LinuxKernel_block	FORCE		42.62295081967213	1	0	49	44	0.000159	6.9e-05	0.002839	0.003258
LinuxKernel_crypto	FORCE		86.19402985074626	1	0	7	14815	0.004446	0.08015	0.513171	0.60067
LinuxKernel_fs	FORCE		59.59302325581395	1	0	425	341510	0.005229	4.94513	17.3741	22.4035
LinuxKernel_lib	FORCE		27.86885245901639	1	0	129	66	0.000727	9.1e-05	0.006222	0.007096
LinuxKernel_mm	FORCE		37.5	1	0	9	61	0.000305	6.6e-05	0.002594	0.003026
LinuxKernel_security	FORCE		59.210526315789465	1	0	97	420	0.0004	0.000541	0.023659	0.024353
BankingSoftware	FORCE		2.604166666666667	17	0	238	6	0.001738	1.9e-05	0.00717	0.009097
HIS	FORCE		10.95890410958904	37	0	103	23	0.000443	1.9e-05	0.004967	0.005568
Documentation_Generation	FORCE		24.528301886792452	8	0	63	91	0.000202	3.2e-05	0.017903	0.018206
Graph	FORCE		21.21212121212121	11	0	41	16	0.000125	2.6e-05	0.001767	0.001944
Web_Portal	FORCE		22.448979591836736	4	0	109	22	0.000199	2.3e-05	0.006704	0.006979
Electronic Shopping	FORCE		10.303030303030303	30	0	2193	805	0.011496	0.000181	1.20213	1.21416
Dell_XML	FORCE		88.54961832061069	1	0	2703	43396	0.003099	6.52994	0.621081	7.22325
eCos_compat	FORCE		21.428571428571427	1	1	29	7	6.3e-05	1.7e-05	0.001039	0.001238
eCos_fs	FORCE		4.3478260869565215	1	1	26	2	6.7e-05	1e-05	0.000925	0.001009
eCos_infra	FORCE		18.51851851851852	1	1	28	7	8.2e-05	2e-05	0.001149	0.001398
eCos_io	FORCE		29.230769230769234	1	1	266	68	0.000838	9.9e-05	0.015326	0.016419
eCos_isoinfra	FORCE		1.935483870967742	1	0	157	4	0.001566	1.5e-05	0.004865	0.006918
eCos_kernel	FORCE		35.08771929824561	1	1	58	58	0.000197	6e-05	0.003899	0.004214
eCos_language	FORCE		36.144578313253014	1	1	206	61	0.000335	8.5e-05	0.01059	0.01103
eCos_net	FORCE		37.38317757009346	1	1	153	172	0.000342	0.000268	0.010973	0.01161
eCos_redboot	FORCE		11.11111111111111	1	1	64	8	0.000268	2e-05	0.002246	0.002631
eCos_services	FORCE		41.81818181818181	1	1	97	36	0.000174	5.4e-05	0.00444	0.004732
LinuxKernel_arch	FORCE		26.01626016260163	1	0	16	78	0.000878	9.9e-05	0.003326	0.004495
LinuxKernel_block	FORCE		42.62295081967213	1	0	49	44	0.000158	7.1e-05	0.002915	0.003181
LinuxKernel_crypto	FORCE		86.19402985074626	1	0	7	14815	0.004262	0.077992	0.520875	0.603087
LinuxKernel_fs	FORCE		59.59302325581395	1	0	425	341510	0.005361	4.93847	17.1897	22.2141
LinuxKernel_lib	FORCE		27.86885245901639	1	0	129	66	0.00074	9.2e-05	0.006151	0.00706
LinuxKernel_mm	FORCE		37.5	1	0	9	61	0.000301	6.7e-05	0.002541	0.002986
LinuxKernel_security	FORCE		59.210526315789465	1	0	97	420	0.000318	0.00051	0.023766	0.024407
BankingSoftware	FORCE		2.604166666666667	17	0	238	6	0.001611	1.9e-05	0.007329	0.009123
HIS	FORCE		10.95890410958904	37	0	103	23	0.000438	1.8e-05	0.004701	0.004993
Documentation_Generation	FORCE		24.528301886792452	8	0	63	91	0.000202	3.3e-05	0.016797	0.017166
Graph	FORCE		21.21212121212121	11	0	41	16	0.000122	2.6e-05	0.001775	0.00203
Web_Portal	FORCE		22.448979591836736	4	0	109	22	0.000205	2.2e-05	0.006945	0.007206
Electronic Shopping	FORCE		10.303030303030303	30	0	2193	805	0.011682	0.000182	1.20127	1.21336
Dell_XML	FORCE		88.54961832061069	1	0	2703	43396	0.002946	6.5958	0.607098	7.27266
eCos_compat	FORCE		21.428571428571427	1	1	29	7	6.5e-05	1.8e-05	0.001103	0.001275
eCos_fs	FORCE		4.3478260869565215	1	1	26	2	5.8e-05	1e-05	0.000891	0.000975
eCos_infra	FORCE		18.51851851851852	1	1	28	7	7.1e-05	1.9e-05	0.001152	0.001305
eCos_io	FORCE		29.230769230769234	1	1	266	68	0.000797	0.000101	0.015312	0.016252
eCos_isoinfra	FORCE		1.935483870967742	1	0	157	4	0.001577	1.4e-05	0.004825	0.006929
eCos_kernel	FORCE		35.08771929824561	1	1	58	58	0.000205	5.6e-05	0.003956	0.004145
eCos_language	FORCE		36.144578313253014	1	1	206	61	0.000335	8.8e-05	0.010488	0.010698
eCos_net	FORCE		37.38317757009346	1	1	153	172	0.000339	0.000277	0.011661	0.012133
eCos_redboot	FORCE		11.11111111111111	1	1	64	8	0.000256	2e-05	0.00232	0.002409
eCos_services	FORCE		41.81818181818181	1	1	97	36	0.000174	5.4e-05	0.004477	0.004934
LinuxKernel_arch	FORCE		26.01626016260163	1	0	16	78	0.000874	9.9e-05	0.00319	0.004323
LinuxKernel_block	FORCE		42.62295081967213	1	0	49	44	0.000155	7.3e-05	0.002858	0.00318
LinuxKernel_crypto	FORCE		86.19402985074626	1	0	7	14815	0.004264	0.076897	0.519383	0.601438
LinuxKernel_fs	FORCE		59.59302325581395	1	0	425	341510	0.005663	4.95783	17.2912	22.3331
LinuxKernel_lib	FORCE		27.86885245901639	1	0	129	66	0.000734	9.2e-05	0.006116	0.006767
LinuxKernel_mm	FORCE		37.5	1	0	9	61	0.000303	6.7e-05	0.002517	0.002943
LinuxKernel_security	FORCE		59.210526315789465	1	0	97	420	0.000315	0.000484	0.024486	0.02528
BankingSoftware	FORCE		2.604166666666667	17	0	238	6	0.001633	1.8e-05	0.007315	0.009144
HIS	FORCE		10.95890410958904	37	0	103	23	0.000432	1.8e-05	0.004864	0.005436
Documentation_Generation	FORCE		24.528301886792452	8	0	63	91	0.000205	3.3e-05	0.016797	0.017071
Graph	FORCE		21.21212121212121	11	0	41	16	0.000122	2.7e-05	0.001794	0.002023
Web_Portal	FORCE		22.448979591836736	4	0	109	22	0.000206	2.3e-05	0.006855	0.007046
Electronic Shopping	FORCE		10.303030303030303	30	0	2193	805	0.011643	0.000181	1.18855	1.20046
Dell_XML	FORCE		88.54961832061069	1	0	2703	43396	0.002802	6.60525	0.610539	7.2932
eCos_compat	FORCE		21.428571428571427	1	1	29	7	6.7e-05	1.8e-05	0.001047	0.001203
eCos_fs	FORCE		4.3478260869565215	1	1	26	2	5.9e-05	9e-06	0.000894	0.000977
eCos_infra	FORCE		18.51851851851852	1	1	28	7	6.9e-05	2e-05	0.001156	0.00133
eCos_io	FORCE		29.230769230769234	1	1	266	68	0.000806	0.0001	0.015356	0.016672
eCos_isoinfra	FORCE		1.935483870967742	1	0	157	4	0.001578	1.4e-05	0.00489	0.0068
eCos_kernel	FORCE		35.08771929824561	1	1	58	58	0.000199	5.6e-05	0.003899	0.00414
eCos_language	FORCE		36.144578313253014	1	1	206	61	0.00033	8.5e-05	0.01035	0.010751
eCos_net	FORCE		37.38317757009346	1	1	153	172	0.000338	0.000266	0.010676	0.011286
eCos_redboot	FORCE		11.11111111111111	1	1	64	8	0.000261	1.9e-05	0.002281	0.00266
eCos_services	FORCE		41.81818181818181	1	1	97	36	0.000174	5.5e-05	0.004571	0.00499
LinuxKernel_arch	FORCE		26.01626016260163	1	0	16	78	0.000875	9.8e-05	0.003202	0.004363
LinuxKernel_block	FORCE		42.62295081967213	1	0	49	44	0.000159	6.8e-05	0.00287	0.003046
LinuxKernel_crypto	FORCE		86.19402985074626	1	0	7	14815	0.004388	0.081405	0.518869	0.603007
LinuxKernel_fs	FORCE		59.59302325581395	1	0	425	341510	0.005423	4.91708	17.4024	22.4073
LinuxKernel_lib	FORCE		27.86885245901639	1	0	129	66	0.00073	9.2e-05	0.006234	0.00696
LinuxKernel_mm	FORCE		37.5	1	0	9	61	0.000304	6.9e-05	0.002558	0.002888
LinuxKernel_security	FORCE		59.210526315789465	1	0	97	420	0.000318	0.000517	0.023645	0.024169
BankingSoftware	FORCE		2.604166666666667	17	0	238	6	0.001604	2e-05	0.007354	0.009364
HIS	FORCE		10.95890410958904	37	0	103	23	0.000429	1.9e-05	0.00474	0.005292
Documentation_Generation	FORCE		24.528301886792452	8	0	63	91	0.000204	3.3e-05	0.016788	0.017099
Graph	FORCE		21.21212121212121	11	0	41	16	0.00012	2.6e-05	0.001726	0.001811
Web_Portal	FORCE		22.448979591836736	4	0	109	22	0.000202	2.3e-05	0.006719	0.007104
Electronic Shopping	FORCE		10.303030303030303	30	0	2193	805	0.012087	0.000182	1.20666	1.21819
Dell_XML	FORCE		88.54961832061069	1	0	2703	43396	0.002827	6.50065	0.608183	7.18046
eCos_compat	FORCE		21.428571428571427	1	1	29	7	6.5e-05	1.9e-05	0.001034	0.00131
eCos_fs	FORCE		4.3478260869565215	1	1	26	2	5.8e-05	1e-05	0.000925	0.001085
eCos_infra	FORCE		18.51851851851852	1	1	28	7	7e-05	1.9e-05	0.00113	0.00147
eCos_io	FORCE		29.230769230769234	1	1	266	68	0.00083	9.8e-05	0.015566	0.016544
eCos_isoinfra	FORCE		1.935483870967742	1	0	157	4	0.001578	1.4e-05	0.00495	0.006841
eCos_kernel	FORCE		35.08771929824561	1	1	58	58	0.000197	5.8e-05	0.004053	0.004144
eCos_language	FORCE		36.144578313253014	1	1	206	61	0.000341	8.4e-05	0.010417	0.010889
eCos_net	FORCE		37.38317757009346	1	1	153	172	0.000339	0.000269	0.010885	0.011113
eCos_redboot	FORCE		11.11111111111111	1	1	64	8	0.000258	2e-05	0.002314	0.002592
eCos_services	FORCE		41.81818181818181	1	1	97	36	0.000176	5.3e-05	0.004516	0.004771
LinuxKernel_arch	FORCE		26.01626016260163	1	0	16	78	0.000884	9.9e-05	0.00325	0.004292
LinuxKernel_block	FORCE		42.62295081967213	1	0	49	44	0.00016	6.9e-05	0.002859	0.003057
LinuxKernel_crypto	FORCE		86.19402985074626	1	0	7	14815	0.004266	0.078563	0.516104	0.600114
LinuxKernel_fs	FORCE		59.59302325581395	1	0	425	341510	0.005233	4.83467	17.3617	22.2802
LinuxKernel_lib	FORCE		27.86885245901639	1	0	129	66	0.000732	9.3e-05	0.006412	0.007316
LinuxKernel_mm	FORCE		37.5	1	0	9	61	0.000301	6.8e-05	0.002524	0.003023
LinuxKernel_security	FORCE		59.210526315789465	1	0	97	420	0.000319	0.00048	0.023446	0.024028
BankingSoftware	FORCE		2.604166666666667	17	0	238	6	0.001658	1.8e-05	0.007175	0.009027
HIS	FORCE		10.95890410958904	37	0	103	23	0.000439	1.8e-05	0.004598	0.005153
Documentation_Generation	FORCE		24.528301886792452	8	0	63	91	0.000204	3.3e-05	0.017252	0.017625
Graph	FORCE		21.21212121212121	11	0	41	16	0.000127	2.8e-05	0.001735	0.001999
Web_Portal	FORCE		22.448979591836736	4	0	109	22	0.000204	2.3e-05	0.006825	0.007083
Electronic Shopping	FORCE		10.303030303030303	30	0	2193	805	0.011591	0.000181	1.19474	1.20677
Dell_XML	FORCE		88.54961832061069	1	0	2703	43396	0.002877	6.50174	0.602344	7.17308
eCos_compat	FORCE		21.428571428571427	1	1	29	7	6.3e-05	1.8e-05	0.00103	0.001285
eCos_fs	FORCE		4.3478260869565215	1	1	26	2	5.8e-05	1e-05	0.000902	0.001086
eCos_infra	FORCE		18.51851851851852	1	1	28	7	7.1e-05	1.9e-05	0.001133	0.001223
eCos_io	FORCE		29.230769230769234	1	1	266	68	0.000834	9.9e-05	0.015143	0.016134
eCos_isoinfra	FORCE		1.935483870967742	1	0	157	4	0.001718	1.5e-05	0.004967	0.007177
eCos_kernel	FORCE		35.08771929824561	1	1	58	58	0.000195	5.8e-05	0.003939	0.004099
eCos_language	FORCE		36.144578313253014	1	1	206	61	0.000347	8.5e-05	0.010425	0.010971
eCos_net	FORCE		37.38317757009346	1	1	153	172	0.000337	0.000287	0.01089	0.011362
eCos_redboot	FORCE		11.11111111111111	1	1	64	8	0.000261	2e-05	0.002268	0.002622
eCos_services	FORCE		41.81818181818181	1	1	97	36	0.000176	5.3e-05	0.004629	0.004835
LinuxKernel_arch	FORCE		26.01626016260163	1	0	16	78	0.000886	9.9e-05	0.003202	0.004403
LinuxKernel_block	FORCE		42.62295081967213	1	0	49	44	0.000158	6.8e-05	0.00284	0.003092
LinuxKernel_crypto	FORCE		86.19402985074626	1	0	7	14815	0.004245	0.080505	0.517307	0.602566
LinuxKernel_fs	FORCE		59.59302325581395	1	0	425	341510	0.005349	4.85068	17.459	22.395
LinuxKernel_lib	FORCE		27.86885245901639	1	0	129	66	0.000732	9.1e-05	0.006096	0.006949
LinuxKernel_mm	FORCE		37.5	1	0	9	61	0.000305	6.7e-05	0.002541	0.002894
LinuxKernel_security	FORCE		59.210526315789465	1	0	97	420	0.000313	0.000484	0.02342	0.024013
BankingSoftware	FORCE		2.604166666666667	17	0	238	6	0.001611	1.9e-05	0.007314	0.009157
HIS	FORCE		10.95890410958904	37	0	103	23	0.000439	1.9e-05	0.004748	0.005443
Documentation_Generation	FORCE		24.528301886792452	8	0	63	91	0.000208	3.3e-05	0.016748	0.017063
Graph	FORCE		21.21212121212121	11	0	41	16	0.000124	2.6e-05	0.001764	0.001997
Web_Portal	FORCE		22.448979591836736	4	0	109	22	0.000203	2.3e-05	0.006854	0.007177
Electronic Shopping	FORCE		10.303030303030303	30	0	2193	805	0.011584	0.00018	1.17923	1.19112
Dell_XML	FORCE		88.54961832061069	1	0	2703	43396	0.002877	6.48524	0.608883	7.16671
eCos_compat	FORCE		21.428571428571427	1	1	29	7	6.3e-05	1.8e-05	0.001046	0.001211
eCos_fs	FORCE		4.3478260869565215	1	1	26	2	5.7e-05	9e-06	0.000892	0.001007
eCos_infra	FORCE		18.51851851851852	1	1	28	7	7.1e-05	1.9e-05	0.001136	0.001257
eCos_io	FORCE		29.230769230769234	1	1	266	68	0.0009	0.000124	0.015314	0.016221
eCos_isoinfra	FORCE		1.935483870967742	1	0	157	4	0.001696	1.4e-05	0.004884	0.007012
eCos_kernel	FORCE		35.08771929824561	1	1	58	58	0.000195	5.6e-05	0.00388	0.003972
eCos_language	FORCE		36.144578313253014	1	1	206	61	0.000334	8.4e-05	0.010601	0.010846
eCos_net	FORCE		37.38317757009346	1	1	153	172	0.000338	0.000271	0.010876	0.011407
eCos_redboot	FORCE		11.11111111111111	1	1	64	8	0.000259	2e-05	0.002279	0.002542
eCos_services	FORCE		41.81818181818181	1	1	97	36	0.000176	5.3e-05	0.004397	0.004485
LinuxKernel_arch	FORCE		26.01626016260163	1	0	16	78	0.000883	0.000104	0.003168	0.004321
LinuxKernel_block	FORCE		42.62295081967213	1	0	49	44	0.000158	7e-05	0.002841	0.003151
LinuxKernel_crypto	FORCE		86.19402985074626	1	0	7	14815	0.004158	0.080481	0.514809	0.601316
LinuxKernel_fs	FORCE		59.59302325581395	1	0	425	341510	0.005383	4.84473	18.043	22.9701
LinuxKernel_lib	FORCE		27.86885245901639	1	0	129	66	0.000725	9.5e-05	0.006043	0.006946
LinuxKernel_mm	FORCE		37.5	1	0	9	61	0.000322	6.7e-05	0.002564	0.003015
LinuxKernel_security	FORCE		59.210526315789465	1	0	97	420	0.000333	0.000485	0.023716	0.024254
BankingSoftware	FORCE		2.604166666666667	17	0	238	6	0.001611	1.9e-05	0.007107	0.008667
HIS	FORCE		10.95890410958904	37	0	103	23	0.000437	1.9e-05	0.004693	0.005263
Documentation_Generation	FORCE		24.528301886792452	8	0	63	91	0.000206	3.3e-05	0.016927	0.017015
Graph	FORCE		21.21212121212121	11	0	41	16	0.000121	2.6e-05	0.001729	0.001934
Web_Portal	FORCE		22.448979591836736	4	0	109	22	0.000203	2.3e-05	0.006699	0.006998
Electronic Shopping	FORCE		10.303030303030303	30	0	2193	805	0.01172	0.000187	1.21823	1.23024
Dell_XML	FORCE		88.54961832061069	1	0	2703	43396	0.003031	6.53552	0.604876	7.21338
eCos_compat	FORCE		21.428571428571427	1	1	29	7	6.4e-05	1.9e-05	0.001058	0.001232
eCos_fs	FORCE		4.3478260869565215	1	1	26	2	5.9e-05	1e-05	0.0009	0.001178
eCos_infra	FORCE		18.51851851851852	1	1	28	7	7.1e-05	1.9e-05	0.001153	0.001304
eCos_io	FORCE		29.230769230769234	1	1	266	68	0.000825	0.000103	0.014887	0.015755
eCos_isoinfra	FORCE		1.935483870967742	1	0	157	4	0.001718	1.4e-05	0.004859	0.007156
eCos_kernel	FORCE		35.08771929824561	1	1	58	58	0.000195	5.7e-05	0.003899	0.004145
eCos_language	FORCE		36.144578313253014	1	1	206	61	0.000342	8.5e-05	0.010444	0.010897
eCos_net	FORCE		37.38317757009346	1	1	153	172	0.000349	0.000268	0.010853	0.011325
eCos_redboot	FORCE		11.11111111111111	1	1	64	8	0.000259	2e-05	0.002278	0.00248
eCos_services	FORCE		41.81818181818181	1	1	97	36	0.000174	5.3e-05	0.004556	0.00492
LinuxKernel_arch	FORCE		26.01626016260163	1	0	16	78	0.000874	9.7e-05	0.00326	0.004207
LinuxKernel_block	FORCE		42.62295081967213	1	0	49	44	0.00016	6.8e-05	0.002828	0.003153
LinuxKernel_crypto	FORCE		86.19402985074626	1	0	7	14815	0.004516	0.076556	0.517472	0.600854
LinuxKernel_fs	FORCE		59.59302325581395	1	0	425	341510	0.005385	4.8598	17.963	22.9109
LinuxKernel_lib	FORCE		27.86885245901639	1	0	129	66	0.000726	9.4e-05	0.006069	0.006916
LinuxKernel_mm	FORCE		37.5	1	0	9	61	0.000316	6.7e-05	0.002544	0.002925
LinuxKernel_security	FORCE		59.210526315789465	1	0	97	420	0.000315	0.000515	0.023583	0.024246
BankingSoftware	FORCE		2.604166666666667	17	0	238	6	0.001609	1.8e-05	0.007209	0.008994
HIS	FORCE		10.95890410958904	37	0	103	23	0.000441	1.8e-05	0.004699	0.005244
Documentation_Generation	FORCE		24.528301886792452	8	0	63	91	0.000206	3.3e-05	0.016598	0.016892
Graph	FORCE		21.21212121212121	11	0	41	16	0.000127	2.6e-05	0.001776	0.00189
Web_Portal	FORCE		22.448979591836736	4	0	109	22	0.000202	2.4e-05	0.006823	0.007136
Electronic Shopping	FORCE		10.303030303030303	30	0	2193	805	0.011552	0.00018	1.21833	1.23037
Dell_XML	FORCE		88.54961832061069	1	0	2703	43396	0.003089	6.49674	0.606695	7.17759
eCos_compat	FORCE		21.428571428571427	1	1	29	7	6.2e-05	1.8e-05	0.001035	0.00118
eCos_fs	FORCE		4.3478260869565215	1	1	26	2	6e-05	1e-05	0.000874	0.000959
eCos_infra	FORCE		18.51851851851852	1	1	28	7	7.1e-05	1.9e-05	0.001169	0.001281
eCos_io	FORCE		29.230769230769234	1	1	266	68	0.000808	9.9e-05	0.015241	0.016205
eCos_isoinfra	FORCE		1.935483870967742	1	0	157	4	0.001572	1.5e-05	0.004895	0.007025
eCos_kernel	FORCE		35.08771929824561	1	1	58	58	0.000196	5.8e-05	0.003866	0.004213
eCos_language	FORCE		36.144578313253014	1	1	206	61	0.000335	8.5e-05	0.010539	0.010977
eCos_net	FORCE		37.38317757009346	1	1	153	172	0.000333	0.00027	0.011171	0.011757
eCos_redboot	FORCE		11.11111111111111	1	1	64	8	0.000259	2e-05	0.002322	0.00273
eCos_services	FORCE		41.81818181818181	1	1	97	36	0.000177	5.4e-05	0.004481	0.004765
LinuxKernel_arch	FORCE		26.01626016260163	1	0	16	78	0.000875	9.8e-05	0.003267	0.004557
LinuxKernel_block	FORCE		42.62295081967213	1	0	49	44	0.000159	7e-05	0.002866	0.00316
LinuxKernel_crypto	FORCE		86.19402985074626	1	0	7	14815	0.004264	0.077048	0.516876	0.598813
LinuxKernel_fs	FORCE		59.59302325581395	1	0	425	341510	0.00542	4.97323	18.6392	23.7114
LinuxKernel_lib	FORCE		27.86885245901639	1	0	129	66	0.000732	9.4e-05	0.00598	0.006879
LinuxKernel_mm	FORCE		37.5	1	0	9	61	0.000301	6.9e-05	0.002532	0.002955
LinuxKernel_security	FORCE		59.210526315789465	1	0	97	420	0.000315	0.000483	0.023898	0.024534
BankingSoftware	FORCE		2.604166666666667	17	0	238	6	0.001603	1.9e-05	0.007216	0.00899
HIS	FORCE		10.95890410958904	37	0	103	23	0.000433	1.8e-05	0.004773	0.005336
Documentation_Generation	FORCE		24.528301886792452	8	0	63	91	0.000206	3.3e-05	0.016879	0.016968
Graph	FORCE		21.21212121212121	11	0	41	16	0.000122	2.7e-05	0.001748	0.001954
Web_Portal	FORCE		22.448979591836736	4	0	109	22	0.000199	2.3e-05	0.006819	0.007098
Electronic Shopping	FORCE		10.303030303030303	30	0	2193	805	0.01171	0.000189	1.17168	1.18354
Dell_XML	FORCE		88.54961832061069	1	0	2703	43396	0.002886	6.55966	0.619437	7.2465
