file	order	reeorder	ecr	code	dead	size_f0	size_f1	f0_time	f1_time	dead_core_f0	dead_core_f1	total
eCos_language	FORCE	CUDD_REORDER_SIFT	36.144578313253014	1	1	163	44	0.00716	0.00111	0.000213	8e-05	0.008516
eCos_net	FORCE	CUDD_REORDER_SIFT	37.38317757009346	1	1	102	95	0.005742	0.00195	0.000147	0.000144	0.005622
eCos_redboot	FORCE	CUDD_REORDER_SIFT	11.11111111111111	1	1	63	8	0.00259	0.000294	0.000127	3.3e-05	0.002789
eCos_services	FORCE	CUDD_REORDER_SIFT	41.81818181818181	1	1	62	27	0.002586	0.000703	0.0001	6.3e-05	0.002714
LinuxKernel_arch	FORCE	CUDD_REORDER_SIFT	26.01626016260163	1	0	17	42	0.002093	0.001611	4.9e-05	8.3e-05	0.002394
LinuxKernel_block	FORCE	CUDD_REORDER_SIFT	42.62295081967213	1	0	46	29	0.001717	0.000812	7.4e-05	6.6e-05	0.001722
LinuxKernel_crypto	FORCE	CUDD_REORDER_SIFT	86.19402985074626	1	0	8	2280	0.00753	0.197588	4e-05	0.002772	0.205069
LinuxKernel_fs	FORCE	CUDD_REORDER_SIFT	59.59302325581395	1	0	421	2117	0.086843	6.18982	0.000478	0.002764	6.27339
LinuxKernel_lib	FORCE	CUDD_REORDER_SIFT	27.86885245901639	1	0	125	40	0.008609	0.00163	0.000159	7.9e-05	0.008855
LinuxKernel_mm	FORCE	CUDD_REORDER_SIFT	37.5	1	0	10	37	0.00077	0.000878	3.8e-05	7.4e-05	0.001004
LinuxKernel_security	FORCE	CUDD_REORDER_SIFT	59.210526315789465	1	0	93	154	0.004267	0.002789	0.000128	0.000219	0.004543
BankingSoftware	FORCE	CUDD_REORDER_SIFT	2.604166666666667	17	0	214	7	0.02445	0.000999	0.000282	3.1e-05	0.024915
HIS	FORCE	CUDD_REORDER_SIFT	10.95890410958904	37	0	83	9	0.005055	0.000316	0.000118	3.4e-05	0.005018
Documentation_Generation	FORCE	CUDD_REORDER_SIFT	24.528301886792452	8	0	56	14	0.002344	0.000329	0.000104	4.5e-05	0.00252
Graph	FORCE	CUDD_REORDER_SIFT	21.21212121212121	11	0	39	12	0.001176	0.000171	7.1e-05	3.7e-05	0.00129
Web_Portal	FORCE	CUDD_REORDER_SIFT	22.448979591836736	4	0	70	12	0.002358	0.000266	0.000116	3.9e-05	0.002298
Electronic Shopping	FORCE	CUDD_REORDER_SIFT	10.303030303030303	30	0	817	40	0.151184	0.003583	0.001082	8.5e-05	0.147508
Dell_XML	FORCE	CUDD_REORDER_SIFT	88.54961832061069	1	0	261	7543	0.023429	6.87132	0.000375	0.009548	6.95481
eCos_compat	FORCE	CUDD_REORDER_SIFT	21.428571428571427	1	1	28	7	0.000645	0.000142	6.4e-05	3.4e-05	0.000527
eCos_fs	FORCE	CUDD_REORDER_SIFT	4.3478260869565215	1	1	25	2	0.000521	8.5e-05	5.6e-05	2.5e-05	0.000672
eCos_infra	FORCE	CUDD_REORDER_SIFT	18.51851851851852	1	1	27	7	0.000528	0.000126	6.5e-05	3.1e-05	0.000651
eCos_io	FORCE	CUDD_REORDER_SIFT	29.230769230769234	1	1	174	43	0.015718	0.001953	0.000218	8e-05	0.016133
eCos_isoinfra	FORCE	CUDD_REORDER_SIFT	1.935483870967742	1	0	156	5	0.01594	0.000815	0.000289	3.2e-05	0.01678
eCos_kernel	FORCE	CUDD_REORDER_SIFT	35.08771929824561	1	1	57	24	0.002126	0.0006	0.00012	5.6e-05	0.002334
eCos_language	FORCE	CUDD_REORDER_SIFT	36.144578313253014	1	1	163	44	0.007139	0.001112	0.000215	8.2e-05	0.007489
eCos_net	FORCE	CUDD_REORDER_SIFT	37.38317757009346	1	1	102	95	0.005712	0.001973	0.00016	0.000144	0.005836
eCos_redboot	FORCE	CUDD_REORDER_SIFT	11.11111111111111	1	1	63	8	0.002606	0.000319	0.000128	3.9e-05	0.002878
eCos_services	FORCE	CUDD_REORDER_SIFT	41.81818181818181	1	1	62	27	0.002459	0.000658	9.9e-05	6.2e-05	0.002697
LinuxKernel_arch	FORCE	CUDD_REORDER_SIFT	26.01626016260163	1	0	17	42	0.001894	0.001541	4.8e-05	8e-05	0.002237
LinuxKernel_block	FORCE	CUDD_REORDER_SIFT	42.62295081967213	1	0	46	29	0.001763	0.000819	7.7e-05	6.7e-05	0.001914
LinuxKernel_crypto	FORCE	CUDD_REORDER_SIFT	86.19402985074626	1	0	8	2280	0.007473	0.199738	4e-05	0.002733	0.206915
LinuxKernel_fs	FORCE	CUDD_REORDER_SIFT	59.59302325581395	1	0	421	2117	0.085393	6.12892	0.000479	0.002773	6.20908
LinuxKernel_lib	FORCE	CUDD_REORDER_SIFT	27.86885245901639	1	0	125	40	0.008474	0.001609	0.000169	7.6e-05	0.009489
LinuxKernel_mm	FORCE	CUDD_REORDER_SIFT	37.5	1	0	10	37	0.000795	0.000883	3.8e-05	7.2e-05	0.000847
LinuxKernel_security	FORCE	CUDD_REORDER_SIFT	59.210526315789465	1	0	93	154	0.004246	0.00279	0.000128	0.000218	0.004499
BankingSoftware	FORCE	CUDD_REORDER_SIFT	2.604166666666667	17	0	214	7	0.024443	0.001001	0.000281	3.3e-05	0.024336
HIS	FORCE	CUDD_REORDER_SIFT	10.95890410958904	37	0	83	9	0.005045	0.000315	0.000122	3.4e-05	0.005889
Documentation_Generation	FORCE	CUDD_REORDER_SIFT	24.528301886792452	8	0	56	14	0.002335	0.000329	0.000102	4.1e-05	0.002514
Graph	FORCE	CUDD_REORDER_SIFT	21.21212121212121	11	0	39	12	0.00117	0.000172	7.1e-05	3.9e-05	0.001064
Web_Portal	FORCE	CUDD_REORDER_SIFT	22.448979591836736	4	0	70	12	0.002349	0.000267	0.000115	3.9e-05	0.002535
Electronic Shopping	FORCE	CUDD_REORDER_SIFT	10.303030303030303	30	0	817	40	0.180942	0.003567	0.001068	7.9e-05	0.275473
Dell_XML	FORCE	CUDD_REORDER_SIFT	88.54961832061069	1	0	261	7543	0.023445	6.83759	0.000375	0.009377	6.91972
eCos_compat	FORCE	CUDD_REORDER_SIFT	21.428571428571427	1	1	28	7	0.000644	0.000142	6.3e-05	3.2e-05	0.000731
eCos_fs	FORCE	CUDD_REORDER_SIFT	4.3478260869565215	1	1	25	2	0.00052	8.4e-05	5.5e-05	2.5e-05	0.000738
eCos_infra	FORCE	CUDD_REORDER_SIFT	18.51851851851852	1	1	27	7	0.00053	0.000127	6.6e-05	3.1e-05	0.001001
eCos_io	FORCE	CUDD_REORDER_SIFT	29.230769230769234	1	1	174	43	0.01568	0.001903	0.00022	8e-05	0.015832
eCos_isoinfra	FORCE	CUDD_REORDER_SIFT	1.935483870967742	1	0	156	5	0.015692	0.000803	0.000287	3e-05	0.016484
eCos_kernel	FORCE	CUDD_REORDER_SIFT	35.08771929824561	1	1	57	24	0.002126	0.000602	0.000119	5.5e-05	0.002295
eCos_language	FORCE	CUDD_REORDER_SIFT	36.144578313253014	1	1	163	44	0.007158	0.00111	0.000212	8.3e-05	0.007547
eCos_net	FORCE	CUDD_REORDER_SIFT	37.38317757009346	1	1	102	95	0.005722	0.00195	0.000147	0.000145	0.005983
eCos_redboot	FORCE	CUDD_REORDER_SIFT	11.11111111111111	1	1	63	8	0.002602	0.000293	0.000127	3.4e-05	0.002768
eCos_services	FORCE	CUDD_REORDER_SIFT	41.81818181818181	1	1	62	27	0.00246	0.000659	9.9e-05	6.3e-05	0.002528
LinuxKernel_arch	FORCE	CUDD_REORDER_SIFT	26.01626016260163	1	0	17	42	0.001903	0.001535	4.8e-05	7.9e-05	0.002247
LinuxKernel_block	FORCE	CUDD_REORDER_SIFT	42.62295081967213	1	0	46	29	0.001739	0.000786	7.4e-05	6.7e-05	0.001737
LinuxKernel_crypto	FORCE	CUDD_REORDER_SIFT	86.19402985074626	1	0	8	2280	0.007711	0.193856	4.2e-05	0.002746	0.201703
LinuxKernel_fs	FORCE	CUDD_REORDER_SIFT	59.59302325581395	1	0	421	2117	0.084337	6.07819	0.00049	0.002762	6.16196
LinuxKernel_lib	FORCE	CUDD_REORDER_SIFT	27.86885245901639	1	0	125	40	0.008316	0.001595	0.000159	7.7e-05	0.008672
LinuxKernel_mm	FORCE	CUDD_REORDER_SIFT	37.5	1	0	10	37	0.000765	0.000876	3.7e-05	7.2e-05	0.000793
LinuxKernel_security	FORCE	CUDD_REORDER_SIFT	59.210526315789465	1	0	93	154	0.004313	0.002798	0.000128	0.00022	0.000865
BankingSoftware	FORCE	CUDD_REORDER_SIFT	2.604166666666667	17	0	214	7	0.024432	0.000999	0.000286	3.4e-05	0.025131
HIS	FORCE	CUDD_REORDER_SIFT	10.95890410958904	37	0	83	9	0.004922	0.000316	0.000119	3.5e-05	0.005157
Documentation_Generation	FORCE	CUDD_REORDER_SIFT	24.528301886792452	8	0	56	14	0.00235	0.000329	0.000101	4.3e-05	0.002406
Graph	FORCE	CUDD_REORDER_SIFT	21.21212121212121	11	0	39	12	0.001175	0.000171	7.1e-05	3.9e-05	0.001212
Web_Portal	FORCE	CUDD_REORDER_SIFT	22.448979591836736	4	0	70	12	0.002332	0.000265	0.000115	3.8e-05	0.002439
Electronic Shopping	FORCE	CUDD_REORDER_SIFT	10.303030303030303	30	0	817	40	0.150685	0.003578	0.001049	8.6e-05	0.151981
Dell_XML	FORCE	CUDD_REORDER_SIFT	88.54961832061069	1	0	261	7543	0.02342	6.8581	0.000376	0.009599	6.93816
eCos_compat	FORCE	CUDD_REORDER_SIFT	21.428571428571427	1	1	28	7	0.000645	0.000142	6.5e-05	3.3e-05	0.000723
eCos_fs	FORCE	CUDD_REORDER_SIFT	4.3478260869565215	1	1	25	2	0.000522	8.4e-05	5.4e-05	2.5e-05	0.00038
eCos_infra	FORCE	CUDD_REORDER_SIFT	18.51851851851852	1	1	27	7	0.00053	0.000123	6.6e-05	3e-05	0.000584
eCos_io	FORCE	CUDD_REORDER_SIFT	29.230769230769234	1	1	174	43	0.015735	0.001939	0.000222	8e-05	0.015778
eCos_isoinfra	FORCE	CUDD_REORDER_SIFT	1.935483870967742	1	0	156	5	0.015799	0.000809	0.000288	2.9e-05	0.016473
eCos_kernel	FORCE	CUDD_REORDER_SIFT	35.08771929824561	1	1	57	24	0.002037	0.000582	0.000118	5.4e-05	0.002173
eCos_language	FORCE	CUDD_REORDER_SIFT	36.144578313253014	1	1	163	44	0.007145	0.001106	0.000214	8.2e-05	0.007405
eCos_net	FORCE	CUDD_REORDER_SIFT	37.38317757009346	1	1	102	95	0.005818	0.001948	0.000147	0.000144	0.006046
eCos_redboot	FORCE	CUDD_REORDER_SIFT	11.11111111111111	1	1	63	8	0.002499	0.000293	0.000127	3.3e-05	0.002703
eCos_services	FORCE	CUDD_REORDER_SIFT	41.81818181818181	1	1	62	27	0.002563	0.000659	9.8e-05	6.1e-05	0.002677
LinuxKernel_arch	FORCE	CUDD_REORDER_SIFT	26.01626016260163	1	0	17	42	0.001899	0.001537	4.8e-05	8e-05	0.002118
LinuxKernel_block	FORCE	CUDD_REORDER_SIFT	42.62295081967213	1	0	46	29	0.001739	0.000804	7.7e-05	6.7e-05	0.001753
LinuxKernel_crypto	FORCE	CUDD_REORDER_SIFT	86.19402985074626	1	0	8	2280	0.007449	0.196359	3.9e-05	0.00272	0.204765
LinuxKernel_fs	FORCE	CUDD_REORDER_SIFT	59.59302325581395	1	0	421	2117	0.083173	6.03322	0.000478	0.00275	6.11466
LinuxKernel_lib	FORCE	CUDD_REORDER_SIFT	27.86885245901639	1	0	125	40	0.008729	0.001623	0.00016	7.7e-05	0.009023
LinuxKernel_mm	FORCE	CUDD_REORDER_SIFT	37.5	1	0	10	37	0.000766	0.000874	3.7e-05	7.1e-05	0.00102
LinuxKernel_security	FORCE	CUDD_REORDER_SIFT	59.210526315789465	1	0	93	154	0.00429	0.002793	0.000129	0.000218	0.004545
BankingSoftware	FORCE	CUDD_REORDER_SIFT	2.604166666666667	17	0	214	7	0.024687	0.000999	0.000287	3.1e-05	0.025141
HIS	FORCE	CUDD_REORDER_SIFT	10.95890410958904	37	0	83	9	0.005013	0.000317	0.00012	3.5e-05	0.00527
Documentation_Generation	FORCE	CUDD_REORDER_SIFT	24.528301886792452	8	0	56	14	0.002351	0.000332	0.000105	4.3e-05	0.002514
Graph	FORCE	CUDD_REORDER_SIFT	21.21212121212121	11	0	39	12	0.001162	0.000173	7e-05	3.8e-05	0.001249
Web_Portal	FORCE	CUDD_REORDER_SIFT	22.448979591836736	4	0	70	12	0.002315	0.000266	0.000114	3.9e-05	0.00246
Electronic Shopping	FORCE	CUDD_REORDER_SIFT	10.303030303030303	30	0	817	40	0.149312	0.00363	0.001053	8.1e-05	0.149304
Dell_XML	FORCE	CUDD_REORDER_SIFT	88.54961832061069	1	0	261	7543	0.023353	6.87798	0.000378	0.009337	6.95549
eCos_compat	FORCE	CUDD_REORDER_SIFT	21.428571428571427	1	1	28	7	0.000649	0.000145	6.3e-05	3.2e-05	6.6e-05
eCos_fs	FORCE	CUDD_REORDER_SIFT	4.3478260869565215	1	1	25	2	0.000533	8.7e-05	5.7e-05	2.5e-05	0.000572
eCos_infra	FORCE	CUDD_REORDER_SIFT	18.51851851851852	1	1	27	7	0.000536	0.000128	6.8e-05	3.1e-05	0.000741
eCos_io	FORCE	CUDD_REORDER_SIFT	29.230769230769234	1	1	174	43	0.015984	0.001946	0.000221	8.1e-05	0.016405
eCos_isoinfra	FORCE	CUDD_REORDER_SIFT	1.935483870967742	1	0	156	5	0.015704	0.000805	0.000287	3.1e-05	0.016545
eCos_kernel	FORCE	CUDD_REORDER_SIFT	35.08771929824561	1	1	57	24	0.002117	0.000583	0.000118	5.5e-05	0.00208
